,algo-format-size-repetation,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
143,huffman-png-large-low-4,1.0003789415576887,78.0,79.4287109375,262.91663000000005,0.2588502631578947,1.1671074641315111
144,huffman-png-large-low-5,1.0003837587788158,51.0,55.853515625,178.91592999999995,0.2547173076923077,1.2255839036948748
145,huffman-png-large-low-6,1.0004188781846326,67.0,74.55078125,222.10746,0.26127640625,1.2846619452963168
146,huffman-png-large-low-7,1.000356159967488,73.0,72.3798828125,248.76861,0.2578994444444444,1.1281630968306915
147,huffman-png-large-low-8,1.0003858510234218,58.0,63.521484375,203.69133,0.2572989830508475,1.2120206647725695
148,huffman-png-large-low-9,1.000346424997315,58.0,52.4716796875,195.50451,0.2523385964912281,1.0636151217339895
149,huffman-png-large-low-10,1.0003652293732892,97.0,92.9609375,320.77952,0.2566035483870967,1.1293568855748477
150,huffman-png-large-high-1,1.000099255189533,27.0,8.1640625,96.28481,0.2542885714285715,0.3334430740223288
151,huffman-png-large-high-2,1.0000293377120266,31.0,2.7001953125,110.66585,0.2586034375,0.0943511637978337
152,huffman-png-large-high-3,1.0000450873914946,42.0,5.54296875,148.46499000000003,0.2573604651162791,0.1450696435683215
153,huffman-png-large-high-4,1.000029281739773,52.0,4.3203125,176.2286,0.2579760784313725,0.0950296946784368
154,huffman-png-large-high-5,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.2591784782608695,0.133153216391842
155,huffman-png-large-high-6,1.0000664892627076,49.0,9.2890625,173.02141000000003,0.2590708,0.2072304508714254
156,huffman-png-large-high-7,1.000076457989071,35.0,7.94140625,124.75544,0.2601730555555555,0.244667116456784
157,huffman-png-large-high-8,1.0000270322194131,30.0,2.3818359375,106.83241,0.2559345161290322,0.0871123957716482
158,huffman-png-large-high-9,1.0000502289505064,40.0,5.84375,141.97664,0.2596034146341464,0.1585493017189232
159,huffman-png-large-high-10,1.0000542734031197,48.0,7.658203125,166.05527,0.2588625,0.1781578968020199
160,huffman-mp4-small-low-1,1.007544181312755,43.0,886.6396484375,150.8427,0.2519727272727272,23.32755993483252
161,huffman-mp4-small-low-2,1.003389698312568,40.0,389.61328125,141.42248,0.2566236585365853,10.73540941767807
162,huffman-mp4-small-low-3,1.002966775917843,20.0,174.9853515625,72.48875999999998,0.2571771428571429,9.386391329643486
163,huffman-mp4-small-low-4,1.0027878075839474,17.0,144.2216796875,61.89331,0.2542388888888889,9.16526145417719
