__run_id,__done,data_type,avg_cpu,total_energy,,,,,,,,,,,
run_10,DONE,txt-small-low-11, , ,"{0: '2023-10-06 17:25:19', 1: '2023-10-06 17:25:20'}","{0: 0.47396, 1: 0.275}","{0: 4.43482, 1: 3.53266}","{0: 4.43482, 1: 3.53266}","{0: 0.0, 1: 0.0}","{0: 1.7462233585362485, 1: 1.7462233585362485}","{0: 1.0, 1: 1.0}","{0: 3935.6708984375, 1: 3935.6708984375}","{0: 7.96748, 1: 7.96748}","{0: 0.37448000000000004, 1: 0.37448000000000004}","{0: 1319.0740159664638, 1: 1319.0740159664638}"
run_11,DONE,txt-small-low-12, , ,"{0: '2023-10-06 17:25:23', 1: '2023-10-06 17:25:24'}","{0: 0.23469, 1: 0.2602}","{0: 3.3499, 1: 3.46557}","{0: 3.3499, 1: 3.46557}","{0: 0.0, 1: 0.0}","{0: 1.705800274522647, 1: 1.705800274522647}","{0: 1.0, 1: 1.0}","{0: 3731.478515625, 1: 3731.478515625}","{0: 6.8154699999999995, 1: 6.8154699999999995}","{0: 0.247445, 1: 0.247445}","{0: 2212.6180570719257, 1: 2212.6180570719257}"
run_12,DONE,txt-small-low-13, , ,"{0: '2023-10-06 17:25:27', 1: '2023-10-06 17:25:28'}","{0: 0.27551, 1: 0.43}","{0: 3.53497, 1: 4.2355}","{0: 3.53497, 1: 4.2355}","{0: 0.0, 1: 0.0}","{0: 1.7499716438577864, 1: 1.7499716438577864}","{0: 1.0, 1: 1.0}","{0: 3751.5771484375, 1: 3751.5771484375}","{0: 7.7704699999999995, 1: 7.7704699999999995}","{0: 0.352755, 1: 0.352755}","{0: 1368.6531948770719, 1: 1368.6531948770719}"
run_13,DONE,txt-small-low-14, , ,"{0: '2023-10-06 17:25:30', 1: '2023-10-06 17:25:31', 2: '2023-10-06 17:25:32'}","{0: 0.20652, 1: 0.245, 2: 0.255}","{0: 3.22215, 1: 3.39663, 2: 3.44197}","{0: 3.22215, 1: 3.39663, 2: 3.44197}","{0: 0.0, 1: 0.0, 2: 0.0}","{0: 1.7506621690809347, 1: 1.7506621690809347, 2: 1.7506621690809347}","{0: 2.0, 1: 2.0, 2: 2.0}","{0: 4097.8251953125, 1: 4097.8251953125, 2: 4097.8251953125}","{0: 10.06075, 1: 10.06075, 2: 10.06075}","{0: 0.23550666666666667, 1: 0.23550666666666667, 2: 0.23550666666666667}","{0: 1729.4972089364755, 1: 1729.4972089364755, 2: 1729.4972089364755}"
run_14,DONE,txt-small-low-15, , ,"{0: '2023-10-06 17:25:35', 1: '2023-10-06 17:25:36'}","{0: 0.22959, 1: 0.25}","{0: 3.32676, 1: 3.4193}","{0: 3.32676, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7494835809107203, 1: 1.7494835809107203}","{0: 1.0, 1: 1.0}","{0: 4240.54296875, 1: 4240.54296875}","{0: 6.74606, 1: 6.74606}","{0: 0.23979499999999998, 1: 0.23979499999999998}","{0: 2621.3870242720304, 1: 2621.3870242720304}"
run_15,DONE,txt-small-low-16, , ,"{0: '2023-10-06 17:25:39', 1: '2023-10-06 17:25:40'}","{0: 0.23469, 1: 0.2551}","{0: 3.3499, 1: 3.44243}","{0: 3.3499, 1: 3.44243}","{0: 0.0, 1: 0.0}","{0: 1.7458898741546867, 1: 1.7458898741546867}","{0: 1.0, 1: 1.0}","{0: 3903.509765625, 1: 3903.509765625}","{0: 6.79233, 1: 6.79233}","{0: 0.244895, 1: 0.244895}","{0: 2346.6946019336774, 1: 2346.6946019336774}"
run_16,DONE,txt-small-low-17, , ,"{0: '2023-10-06 17:25:43', 1: '2023-10-06 17:25:44'}","{0: 0.2398, 1: 0.25}","{0: 3.37303, 1: 3.4193}","{0: 3.37303, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7475914024395973, 1: 1.7475914024395973}","{0: 1.0, 1: 1.0}","{0: 3806.984375, 1: 3806.984375}","{0: 6.79233, 1: 6.79233}","{0: 0.2449, 1: 0.2449}","{0: 2288.619171297312, 1: 2288.619171297312}"
run_17,DONE,txt-small-low-18, , ,"{0: '2023-10-06 17:25:46', 1: '2023-10-06 17:25:47'}","{0: 0.22959, 1: 0.255}","{0: 3.32676, 1: 3.44197}","{0: 3.32676, 1: 3.44197}","{0: 0.0, 1: 0.0}","{0: 1.7494144067545498, 1: 1.7494144067545498}","{0: 1.0, 1: 1.0}","{0: 3877.6875, 1: 3877.6875}","{0: 6.76873, 1: 6.76873}","{0: 0.24229499999999998, 1: 0.24229499999999998}","{0: 2364.4011603806734, 1: 2364.4011603806734}"
run_18,DONE,txt-small-low-19, , ,"{0: '2023-10-06 17:25:50', 1: '2023-10-06 17:25:51'}","{0: 0.23469, 1: 0.25}","{0: 3.3499, 1: 3.4193}","{0: 3.3499, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7528719983576544, 1: 1.7528719983576544}","{0: 1.0, 1: 1.0}","{0: 3577.767578125, 1: 3577.767578125}","{0: 6.7692, 1: 6.7692}","{0: 0.242345, 1: 0.242345}","{0: 2180.9249178071027, 1: 2180.9249178071027}"
run_19,DONE,txt-small-low-20, , ,"{0: '2023-10-06 17:25:54', 1: '2023-10-06 17:25:55'}","{0: 0.23469, 1: 0.25}","{0: 3.3499, 1: 3.4193}","{0: 3.3499, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.752377899981978, 1: 1.752377899981978}","{0: 1.0, 1: 1.0}","{0: 3771.12890625, 1: 3771.12890625}","{0: 6.7692, 1: 6.7692}","{0: 0.242345, 1: 0.242345}","{0: 2298.7935410308314, 1: 2298.7935410308314}"
run_20,DONE,txt-small-low-21, , ,"{0: '2023-10-06 17:25:58', 1: '2023-10-06 17:25:59'}","{0: 0.23958, 1: 0.25}","{0: 3.37207, 1: 3.4193}","{0: 3.37207, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7479437154283053, 1: 1.7479437154283053}","{0: 1.0, 1: 1.0}","{0: 3755.0185546875, 1: 3755.0185546875}","{0: 6.79137, 1: 6.79137}","{0: 0.24479, 1: 0.24479}","{0: 2258.712852758804, 1: 2258.712852758804}"
run_21,DONE,txt-small-low-22, , ,"{0: '2023-10-06 17:26:02', 1: '2023-10-06 17:26:03'}","{0: 0.24, 1: 0.25}","{0: 3.37396, 1: 3.4193}","{0: 3.37396, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7462856771701587, 1: 1.7462856771701587}","{0: 1.0, 1: 1.0}","{0: 4129.1337890625, 1: 4129.1337890625}","{0: 6.79326, 1: 6.79326}","{0: 0.245, 1: 0.245}","{0: 2480.930702239561, 1: 2480.930702239561}"
run_22,DONE,txt-small-low-23, , ,"{0: '2023-10-06 17:26:06', 1: '2023-10-06 17:26:07'}","{0: 0.23438, 1: 0.25}","{0: 3.34845, 1: 3.4193}","{0: 3.34845, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7497299850976216, 1: 1.7497299850976216}","{0: 1.0, 1: 1.0}","{0: 3834.1279296875, 1: 3834.1279296875}","{0: 6.7677499999999995, 1: 6.7677499999999995}","{0: 0.24219000000000002, 1: 0.24219000000000002}","{0: 2339.1931566152307, 1: 2339.1931566152307}"
run_23,DONE,txt-small-low-24, , ,"{0: '2023-10-06 17:26:10', 1: '2023-10-06 17:26:11'}","{0: 0.2398, 1: 0.25}","{0: 3.37303, 1: 3.4193}","{0: 3.37303, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.751193480911442, 1: 1.751193480911442}","{0: 1.0, 1: 1.0}","{0: 3649.0947265625, 1: 3649.0947265625}","{0: 6.79233, 1: 6.79233}","{0: 0.2449, 1: 0.2449}","{0: 2193.701714126646, 1: 2193.701714126646}"
run_24,DONE,txt-small-low-25, , ,"{0: '2023-10-06 17:26:13', 1: '2023-10-06 17:26:14'}","{0: 0.2398, 1: 0.25}","{0: 3.37303, 1: 3.4193}","{0: 3.37303, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7539954000869762, 1: 1.7539954000869762}","{0: 1.0, 1: 1.0}","{0: 3553.94921875, 1: 3553.94921875}","{0: 6.79233, 1: 6.79233}","{0: 0.2449, 1: 0.2449}","{0: 2136.503729634654, 1: 2136.503729634654}"
run_25,DONE,txt-small-low-26, , ,"{0: '2023-10-06 17:26:17', 1: '2023-10-06 17:26:18'}","{0: 0.2398, 1: 0.285}","{0: 3.37303, 1: 3.578}","{0: 3.37303, 1: 3.578}","{0: 0.0, 1: 0.0}","{0: 1.7508307894548785, 1: 1.7508307894548785}","{0: 1.0, 1: 1.0}","{0: 3632.2333984375, 1: 3632.2333984375}","{0: 6.951029999999999, 1: 6.951029999999999}","{0: 0.26239999999999997, 1: 0.26239999999999997}","{0: 1991.4103219791623, 1: 1991.4103219791623}"
run_26,DONE,txt-small-low-27, , ,"{0: '2023-10-06 17:26:21', 1: '2023-10-06 17:26:22'}","{0: 0.28571, 1: 0.375}","{0: 3.58124, 1: 3.9861}","{0: 3.58124, 1: 3.9861}","{0: 0.0, 1: 0.0}","{0: 1.7230487181491547, 1: 1.7230487181491547}","{0: 1.0, 1: 1.0}","{0: 3450.5537109375, 1: 3450.5537109375}","{0: 7.56734, 1: 7.56734}","{0: 0.330355, 1: 0.330355}","{0: 1380.2719439702516, 1: 1380.2719439702516}"
run_27,DONE,txt-small-low-28, , ,"{0: '2023-10-06 17:26:25', 1: '2023-10-06 17:26:26'}","{0: 0.2398, 1: 0.255}","{0: 3.37303, 1: 3.44197}","{0: 3.37303, 1: 3.44197}","{0: 0.0, 1: 0.0}","{0: 1.7530353180118887, 1: 1.7530353180118887}","{0: 1.0, 1: 1.0}","{0: 4104.5263671875, 1: 4104.5263671875}","{0: 6.8149999999999995, 1: 6.8149999999999995}","{0: 0.2474, 1: 0.2474}","{0: 2434.4311386845798, 1: 2434.4311386845798}"
run_28,DONE,txt-small-low-29, , ,"{0: '2023-10-06 17:26:29', 1: '2023-10-06 17:26:30'}","{0: 0.2449, 1: 0.25}","{0: 3.39616, 1: 3.4193}","{0: 3.39616, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.746289158997352, 1: 1.746289158997352}","{0: 1.0, 1: 1.0}","{0: 3444.361328125, 1: 3444.361328125}","{0: 6.81546, 1: 6.81546}","{0: 0.24745, 1: 0.24745}","{0: 2042.3307350496245, 1: 2042.3307350496245}"
run_29,DONE,txt-small-low-30, , ,"{0: '2023-10-06 17:26:32', 1: '2023-10-06 17:26:33'}","{0: 0.2449, 1: 0.27}","{0: 3.39616, 1: 3.50999}","{0: 3.39616, 1: 3.50999}","{0: 0.0, 1: 0.0}","{0: 1.7466580971958479, 1: 1.7466580971958479}","{0: 1.0, 1: 1.0}","{0: 3248.0888671875, 1: 3248.0888671875}","{0: 6.90615, 1: 6.90615}","{0: 0.25745, 1: 0.25745}","{0: 1826.8336384541512, 1: 1826.8336384541512}"
run_30,DONE,txt-small-low-31, , ,"{0: '2023-10-06 17:26:36', 1: '2023-10-06 17:26:37'}","{0: 0.2398, 1: 0.2551}","{0: 3.37303, 1: 3.44243}","{0: 3.37303, 1: 3.44243}","{0: 0.0, 1: 0.0}","{0: 1.7563272398074001, 1: 1.7563272398074001}","{0: 1.0, 1: 1.0}","{0: 3548.2021484375, 1: 3548.2021484375}","{0: 6.81546, 1: 6.81546}","{0: 0.24745, 1: 0.24745}","{0: 2103.9030495293114, 1: 2103.9030495293114}"
run_31,DONE,txt-small-low-32, , ,"{0: '2023-10-06 17:26:39', 1: '2023-10-06 17:26:40'}","{0: 0.19681, 1: 0.2551}","{0: 3.17811, 1: 3.44243}","{0: 3.17811, 1: 3.44243}","{0: 0.0, 1: 0.0}","{0: 1.7491033896645647, 1: 1.7491033896645647}","{0: 1.0, 1: 1.0}","{0: 3646.2666015625, 1: 3646.2666015625}","{0: 6.62054, 1: 6.62054}","{0: 0.22595500000000002, 1: 0.22595500000000002}","{0: 2437.43503737524, 1: 2437.43503737524}"
run_32,DONE,txt-small-low-33, , ,"{0: '2023-10-06 17:26:43', 1: '2023-10-06 17:26:44'}","{0: 0.23469, 1: 0.245}","{0: 3.3499, 1: 3.39663}","{0: 3.3499, 1: 3.39663}","{0: 0.0, 1: 0.0}","{0: 1.7477235560683333, 1: 1.7477235560683333}","{0: 1.0, 1: 1.0}","{0: 3861.9052734375, 1: 3861.9052734375}","{0: 6.74653, 1: 6.74653}","{0: 0.239845, 1: 0.239845}","{0: 2386.659655925352, 1: 2386.659655925352}"
run_33,DONE,txt-small-low-34, , ,"{0: '2023-10-06 17:26:47', 1: '2023-10-06 17:26:48'}","{0: 0.2398, 1: 0.25}","{0: 3.37303, 1: 3.4193}","{0: 3.37303, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.727937636905811, 1: 1.727937636905811}","{0: 1.0, 1: 1.0}","{0: 3718.443359375, 1: 3718.443359375}","{0: 6.79233, 1: 6.79233}","{0: 0.2449, 1: 0.2449}","{0: 2235.3915649177848, 1: 2235.3915649177848}"
run_34,DONE,txt-small-low-35, , ,"{0: '2023-10-06 17:26:51', 1: '2023-10-06 17:26:52'}","{0: 0.2449, 1: 0.25}","{0: 3.39616, 1: 3.4193}","{0: 3.39616, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7468344968767149, 1: 1.7468344968767149}","{0: 1.0, 1: 1.0}","{0: 3424.83203125, 1: 3424.83203125}","{0: 6.81546, 1: 6.81546}","{0: 0.24745, 1: 0.24745}","{0: 2030.7508572603701, 1: 2030.7508572603701}"
run_35,DONE,txt-small-low-36, , ,"{0: '2023-10-06 17:26:54', 1: '2023-10-06 17:26:55'}","{0: 0.2398, 1: 0.25}","{0: 3.37303, 1: 3.4193}","{0: 3.37303, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7480654974637728, 1: 1.7480654974637728}","{0: 1.0, 1: 1.0}","{0: 3939.943359375, 1: 3939.943359375}","{0: 6.79233, 1: 6.79233}","{0: 0.2449, 1: 0.2449}","{0: 2368.549228965816, 1: 2368.549228965816}"
run_36,DONE,txt-small-low-37, , ,"{0: '2023-10-06 17:26:58', 1: '2023-10-06 17:26:59'}","{0: 0.2449, 1: 0.25}","{0: 3.39616, 1: 3.4193}","{0: 3.39616, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7476292855998536, 1: 1.7476292855998536}","{0: 1.0, 1: 1.0}","{0: 3796.2578125, 1: 3796.2578125}","{0: 6.81546, 1: 6.81546}","{0: 0.24745, 1: 0.24745}","{0: 2250.9874168345764, 1: 2250.9874168345764}"
run_37,DONE,txt-small-low-38, , ,"{0: '2023-10-06 17:27:02', 1: '2023-10-06 17:27:03'}","{0: 0.23958, 1: 0.25}","{0: 3.37207, 1: 3.4193}","{0: 3.37207, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.744383569403953, 1: 1.744383569403953}","{0: 1.0, 1: 1.0}","{0: 3593.0537109375, 1: 3593.0537109375}","{0: 6.79137, 1: 6.79137}","{0: 0.24479, 1: 0.24479}","{0: 2161.288014786561, 1: 2161.288014786561}"
run_38,DONE,txt-small-low-39, , ,"{0: '2023-10-06 17:27:06', 1: '2023-10-06 17:27:07'}","{0: 0.2398, 1: 0.25}","{0: 3.37303, 1: 3.4193}","{0: 3.37303, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7502292462236821, 1: 1.7502292462236821}","{0: 1.0, 1: 1.0}","{0: 3182.3076171875, 1: 3182.3076171875}","{0: 6.79233, 1: 6.79233}","{0: 0.2449, 1: 0.2449}","{0: 1913.086449602457, 1: 1913.086449602457}"
run_39,DONE,txt-small-low-40, , ,"{0: '2023-10-06 17:27:09', 1: '2023-10-06 17:27:10'}","{0: 0.2449, 1: 0.25}","{0: 3.39616, 1: 3.4193}","{0: 3.39616, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.75167989532372, 1: 1.75167989532372}","{0: 1.0, 1: 1.0}","{0: 3361.603515625, 1: 3361.603515625}","{0: 6.81546, 1: 6.81546}","{0: 0.24745, 1: 0.24745}","{0: 1993.2595697644676, 1: 1993.2595697644676}"
run_40,DONE,txt-small-low-41, , ,"{0: '2023-10-06 17:27:13', 1: '2023-10-06 17:27:14'}","{0: 0.2449, 1: 0.25}","{0: 3.39616, 1: 3.4193}","{0: 3.39616, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7440662281150454, 1: 1.7440662281150454}","{0: 1.0, 1: 1.0}","{0: 3416.375, 1: 3416.375}","{0: 6.81546, 1: 6.81546}","{0: 0.24745, 1: 0.24745}","{0: 2025.7362687187688, 1: 2025.7362687187688}"
run_41,DONE,txt-small-low-42, , ,"{0: '2023-10-06 17:27:17', 1: '2023-10-06 17:27:18'}","{0: 0.2398, 1: 0.2602}","{0: 3.37303, 1: 3.46557}","{0: 3.37303, 1: 3.46557}","{0: 0.0, 1: 0.0}","{0: 1.748658902101917, 1: 1.748658902101917}","{0: 1.0, 1: 1.0}","{0: 3188.6376953125, 1: 3188.6376953125}","{0: 6.8386, 1: 6.8386}","{0: 0.25, 1: 0.25}","{0: 1865.082148575732, 1: 1865.082148575732}"
run_42,DONE,txt-small-low-43, , ,"{0: '2023-10-06 17:27:20', 1: '2023-10-06 17:27:21'}","{0: 0.23, 1: 0.41327}","{0: 3.32861, 1: 4.15961}","{0: 3.32861, 1: 4.15961}","{0: 0.0, 1: 0.0}","{0: 1.748000049218085, 1: 1.748000049218085}","{0: 1.0, 1: 1.0}","{0: 3918.1484375, 1: 3918.1484375}","{0: 7.48822, 1: 7.48822}","{0: 0.321635, 1: 0.321635}","{0: 1626.818069716572, 1: 1626.818069716572}"
run_43,DONE,txt-small-low-44, , ,"{0: '2023-10-06 17:27:24', 1: '2023-10-06 17:27:25'}","{0: 0.2398, 1: 0.2551}","{0: 3.37303, 1: 3.44243}","{0: 3.37303, 1: 3.44243}","{0: 0.0, 1: 0.0}","{0: 1.7463326967278288, 1: 1.7463326967278288}","{0: 1.0, 1: 1.0}","{0: 4095.6376953125, 1: 4095.6376953125}","{0: 6.81546, 1: 6.81546}","{0: 0.24745, 1: 0.24745}","{0: 2428.504430259056, 1: 2428.504430259056}"
run_44,DONE,txt-small-low-45, , ,"{0: '2023-10-06 17:27:28', 1: '2023-10-06 17:27:29'}","{0: 0.2398, 1: 0.255}","{0: 3.37303, 1: 3.44197}","{0: 3.37303, 1: 3.44197}","{0: 0.0, 1: 0.0}","{0: 1.7439992870629015, 1: 1.7439992870629015}","{0: 1.0, 1: 1.0}","{0: 3807.3974609375, 1: 3807.3974609375}","{0: 6.8149999999999995, 1: 6.8149999999999995}","{0: 0.2474, 1: 0.2474}","{0: 2258.2013384911074, 1: 2258.2013384911074}"
run_45,DONE,txt-small-low-46, , ,"{0: '2023-10-06 17:27:32', 1: '2023-10-06 17:27:33'}","{0: 0.2449, 1: 0.26531}","{0: 3.39616, 1: 3.4887}","{0: 3.39616, 1: 3.4887}","{0: 0.0, 1: 0.0}","{0: 1.7517638834477471, 1: 1.7517638834477471}","{0: 1.0, 1: 1.0}","{0: 4042.119140625, 1: 4042.119140625}","{0: 6.88486, 1: 6.88486}","{0: 0.255105, 1: 0.255105}","{0: 2301.415457996318, 1: 2301.415457996318}"
run_46,DONE,txt-small-low-47, , ,"{0: '2023-10-06 17:27:36', 1: '2023-10-06 17:27:37', 2: '2023-10-06 17:27:38'}","{0: 0.2449, 1: 0.25, 2: 0.25}","{0: 3.39616, 1: 3.4193, 2: 3.4193}","{0: 3.39616, 1: 3.4193, 2: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0}","{0: 1.7521947118539973, 1: 1.7521947118539973, 2: 1.7521947118539973}","{0: 2.0, 1: 2.0, 2: 2.0}","{0: 4286.6416015625, 1: 4286.6416015625, 2: 4286.6416015625}","{0: 10.23476, 1: 10.23476, 2: 10.23476}","{0: 0.2483, 1: 0.2483, 2: 0.2483}","{0: 1686.7968905362725, 1: 1686.7968905362725, 2: 1686.7968905362725}"
run_47,DONE,txt-small-low-48, , ,"{0: '2023-10-06 17:27:40', 1: '2023-10-06 17:27:41'}","{0: 0.2398, 1: 0.25}","{0: 3.37303, 1: 3.4193}","{0: 3.37303, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.751839113845278, 1: 1.751839113845278}","{0: 1.0, 1: 1.0}","{0: 4292.25390625, 1: 4292.25390625}","{0: 6.79233, 1: 6.79233}","{0: 0.2449, 1: 0.2449}","{0: 2580.3453889719535, 1: 2580.3453889719535}"
run_48,DONE,txt-small-low-49, , ,"{0: '2023-10-06 17:27:44', 1: '2023-10-06 17:27:45'}","{0: 0.2398, 1: 0.25}","{0: 3.37303, 1: 3.4193}","{0: 3.37303, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.749584177314486, 1: 1.749584177314486}","{0: 1.0, 1: 1.0}","{0: 3140.1201171875, 1: 3140.1201171875}","{0: 6.79233, 1: 6.79233}","{0: 0.2449, 1: 0.2449}","{0: 1887.724874198275, 1: 1887.724874198275}"
run_49,DONE,txt-small-low-50, , ,"{0: '2023-10-06 17:27:48', 1: '2023-10-06 17:27:49'}","{0: 0.2398, 1: 0.25}","{0: 3.37303, 1: 3.4193}","{0: 3.37303, 1: 3.4193}","{0: 0.0, 1: 0.0}","{0: 1.7487531462080543, 1: 1.7487531462080543}","{0: 1.0, 1: 1.0}","{0: 4086.896484375, 1: 4086.896484375}","{0: 6.79233, 1: 6.79233}","{0: 0.2449, 1: 0.2449}","{0: 2456.89204995705, 1: 2456.89204995705}"
run_50,DONE,txt-small-high-1, , ,"{0: '2023-10-06 17:27:52', 1: '2023-10-06 17:27:53', 2: '2023-10-06 17:27:54'}","{0: 0.23438, 1: 0.245, 2: 0.25}","{0: 3.34845, 1: 3.39663, 2: 3.4193}","{0: 3.34845, 1: 3.39663, 2: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0}","{0: 1.6898582842873233, 1: 1.6898582842873233, 2: 1.6898582842873233}","{0: 2.0, 1: 2.0, 2: 2.0}","{0: 3993.8193359375, 1: 3993.8193359375, 2: 3993.8193359375}","{0: 10.16438, 1: 10.16438, 2: 10.16438}","{0: 0.24312666666666669, 1: 0.24312666666666669, 2: 0.24312666666666669}","{0: 1616.1249181361777, 1: 1616.1249181361777, 2: 1616.1249181361777}"
